cve_id,hash,repo_url,msg,merge,parents,num_files,num_lines_added,num_lines_deleted
GHSA-qc36-q22q-cjw3,8bfc20506cc5e098fe6eb3d1cafe3bea791215ce,https://github.com/lettre/lettre,"fix(transport-smtp): Fix transparency codec - 0.9.x (#628)

Co-authored-by: Paolo Barbolini <paolo@paolo565.org>",0,d930c42d5069e344a9dfa84ebe4b60bf3b11ac64,1,11,2
GHSA-r626-fc64-3q28,34c2b9e,https://github.com/SonicFrog/abox,send/sync fix to prevent misuse,0,5abe75222bc49af6b62ea37f87d7be0c56973310,1,2,2
GHSA-88xq-w8cq-xfg7,886ecc562040bef61faf19438c22285c2d62403a,https://github.com/bytecodealliance/wasmtime,"Merge pull request from GHSA-88xq-w8cq-xfg7

This commit fixes the drop of an uninitialized `VMExternRef` for an `externref`
global in an instance that failed to be allocated by the pooling instance
allocator.

The following engine configuration (via `Config`) is required to be impacted by
this bug:

* support for the reference types proposal must be enabled (this is the
  default for `Config`).
* a pooling allocation strategy must be configured via
  `Config::allocation_strategy`, which is not the default allocation strategy.

A module must be instantiated with the following characteristics:

* The module defines at least one table or memory.
* The module defines at least one `externref` global.

During instantiation, one of the following must occur to cause the
instantiation to fail:

* a call to `mprotect` or `VirtualAlloc` fails (e.g. out-of-memory conditions).
* a resource limiter was configured in the associated Store (via `Store::limiter`
  or `Store::limiter_async`) and the limiter returns false from the initial call
  to grow_memory or grow_table.

This results in a partially-initialized instance being dropped and that attempts
to drop the uninitialized `VMExternRef` representing the defined `externref` global.

The fix is to track whether or not the `VMContext` of the instance has been fully
initialized and skip the dropping of globals if not.",0,39b88e4e9e8115e4a9da2c1e3423459edf0a648e,3,74,1
GHSA-2wc6-2rcj-8v76,24c7a5550807ac8a09648b5878f19d14c3a69135,https://github.com/sodiumoxide/sodiumoxide,Check the return value of `scalarmult()`. Closes #154,0,12d49e8ed1b53821465f24312695376eb86c89d2,1,55,46
GHSA-q3cc-7p7g-392c,ac30e169ae51b262bc8cf7026469851ce39b23c6,https://github.com/rusqlite/rusqlite,Use SmallCString in most places,0,552416039ec700471167c22f32e07d7d2126cea1,3,16,12
GHSA-m296-j53x-xv95,7ab8a264980d23c2ed64e72f4636f38b7381eb39,https://github.com/KizzyCode/tiny_future,Require `Send` for underlying types to fix https://github.com/KizzyCode/tiny_future/issues/1,0,c7919199a0f6d1ce0e3c33499d1b37f862c990e4,1,2,2
GHSA-m296-j53x-xv95,c7919199a0f6d1ce0e3c33499d1b37f862c990e4,https://github.com/KizzyCode/tiny_future,Require `Send` for underlying types to fix https://github.com/KizzyCode/tiny_future/issues/1,0,50bd80f874c851413a721bbe144eeba4dfb68b4e,1,1,1
GHSA-8h4j-vm3r-vcq3,2ef3628dac35aeba0a97d5fb3a57746b4e1d62b3,https://github.com/rusqlite/rusqlite,Actually fix auxdata api...,0,71b2f5187b0cbace3f8b6ff53432ff2ca0defcf0,1,54,65
GHSA-p24j-h477-76q3,bf2b2df9c9e218e35e5a38ce3d03cffb7c363956,https://github.com/sharkdp/bat,"Fix for Windows: do not run binaries from CWD

This fixes a bug on Windows where `Command::new` would also run
executables from the current working directory, possibly resulting in
accidental runs of programs called `less`.",0,3617c98cf5de9996c29fe73bc7fc4126768497f3,2,41,2
GHSA-f6g6-54hm-fhxv,a34d6e1,https://github.com/mvertescher/libsbc-rs,"Add R: Send bound to Send impl of Decoder<R>
fixes issue #4",0,7278b23901f93d956d9739fdfc4ced147cc3f242,1,1,1
GHSA-686f-ch3r-xwmh,92f40b4a2c671553dfa96feacff0265206c44ce5,https://github.com/udoprog/unicycle,Make Send + Sync bounds conditional (fixes #8),0,f5a283826ef91e5a07f4b43fea9ec8ae281f84cb,2,4,4
GHSA-hf79-8hjp-rrvq,7c7757c772fb709c61b1442bcc1e1fbee97bf4a8,https://github.com/bytecodealliance/lucet,"Merge pull request from GHSA-hf79-8hjp-rrvq

* Use manual drop

* Add some comments to `ManuallyDrop` usage

* rustfmt

Co-authored-by: Aaron Turon <aturon@fastly.com>
Co-authored-by: Alex Crichton <alex@alexcrichton.com>",0,8fb1fece339927e178f6cfef4eb67328b500237d,1,26,13
GHSA-fqq2-xp7m-xvm8,b0d2bd20eb40b9cbc2958b981ba2dcd9e6f9396e,https://github.com/RusPiRo/ruspiro-singleton,fix soundness,0,0565f8ef459bd336eda8a6a63d1d50cdb581c2b3,1,4,2
GHSA-rmff-f8w9-c9rm,0a1da873ddb29bca926bad8301f8d7ab8aa97c52,https://github.com/edarc/max7301,"Fix unsoundness in ImmediateIO and TransactionalIO, aka RUSTSEC-2020-0152 aka
edarc/max7301#1.

Unsafe impls of Sync for both of these structs are removed, and Send bounds are
introduced where necessary to allow Sync to be properly deduced instead.

The unsafe impls were introduced due to an incorrect analysis of why Sync was
not being auto-deduced as expected for these structs. The removed comment
explains the original flawed analysis, which attributed it to the presence of a
struct member of type PhantomData<EI>, under the assumption that the only
""real"" value of type EI in the struct is ultimately inside an IOMutex that
should bless it with Sync-ness regardless if EI is itself Sync.

In fact, Sync was not being deduced due to the absence of a *Send* bound on the
type EI, which is required for Expander<EI> to be Send, which is required for
IOMutex<Expander<EI>> to be *Sync*. The presence of the PhantomData<EI> member
turns out to be entirely irrelevant.

The bug could theoretically result in a data race if either type is used with
an EI that is not safe to send between threads.

This is a breaking change due to the addition of a trait bound in the public
API.",0,fb11c86f9bc2c45c0bc3fd14b5780c9c47f6320e,5,32,52
GHSA-hpcx-3pw8-g3j2,2820cf12f2e08645fd6d1f15b4a90a54d6082a81,https://github.com/Yoric/telemetry.rs,"Resolves #45 - Fix security vulnerability, get rid of every unsafe code.",0,5c810a8345be7d763ab1c4a716683188e36aceb4,3,6,40
GHSA-g4w7-3qr8-5623,71b2f5187b0cbace3f8b6ff53432ff2ca0defcf0,https://github.com/rusqlite/rusqlite,Ensure type use for auxdata is repr(C),0,38aea89809ea4154975d853bffe3cb7715fe84d6,1,16,6
GHSA-v4cp-h94r-m7xf,d2ce1ac753afc059e32798bac3383b81a6d04456,https://github.com/bytecodealliance/wasmtime,"Fix a use-after-free bug when passing `ExternRef`s to Wasm

We _must not_ trigger a GC when moving refs from host code into
Wasm (e.g. returned from a host function or passed as arguments to a Wasm
function). After insertion into the table, this reference is no longer
rooted. If multiple references are being sent from the host into Wasm and we
allowed GCs during insertion, then the following events could happen:

* Reference A is inserted into the activations table. This does not trigger a
  GC, but does fill the table to capacity.

* The caller's reference to A is removed. Now the only reference to A is from
  the activations table.

* Reference B is inserted into the activations table. Because the table is at
  capacity, a GC is triggered.

* A is reclaimed because the only reference keeping it alive was the activation
  table's reference (it isn't inside any Wasm frames on the stack yet, so stack
  scanning and stack maps don't increment its reference count).

* We transfer control to Wasm, giving it A and B. Wasm uses A. That's a use
  after free.

To prevent uses after free, we cannot GC when moving refs into the
`VMExternRefActivationsTable` because we are passing them from the host to Wasm.

On the other hand, when we are *cloning* -- as opposed to moving -- refs from
the host to Wasm, then it is fine to GC while inserting into the activations
table, because the original referent that we are cloning from is still alive and
rooting the ref.",0,4b256ab9682a5ae5e364137e9de1feefe040ee35,14,665,106
GHSA-7cqg-8449-rmfv,11ba23a9766a5079918cd9f515bc100bc8164b50,https://github.com/paritytech/libsecp256k1,Prevent side channel leak in Scala::check_overflow,0,91d4b499d625d4a24f68f1317acc4e96d4ac2904,2,23,17
GHSA-773q-5334-5gf9,19ade85,https://github.com/rust-blockchain/evm,Skip setting memory value if the value vec is empty,0,2a8a3e967ec265fdc7120ff6b57ceab021ca69f6,1,4,0
GHSA-8mjx-h23h-w2pg,2a4d53809e3000f40085f2b229b6b1a33759881d,https://github.com/thepowersgang/stack_dst-rs,Avoid double-drops when `clone` panics in slice push. Fixes #5,0,807e9d45019c02369e11d40bd181cbf7bb7981fc,2,55,11
GHSA-m9m5-cg5h-r582,5ba218ac29df4786b002d7d12b47fa0c04a331f2,https://github.com/Absolucy/nanorand-rs,fix: Fix random number generation,0,7bf49ecbb254991585c04dd4f4d2a23cb16a1240,1,7,7
RUSTSEC-2019-0038,7fd282aef7787577c385aed88cb25d004b85f494,https://github.com/jnqnfe/pulse-binding-rust,"use `catch_unwind` with callbacks

Per Rust documentation, it is undefined behaviour to panic into foreign
code, thus a panic-catcher is needed at the boundary point where PA calls
into our Rust binding, which only happens with callback execution. This is
exactly the sort of thing that `std::panic::catch_unwind` is meant for.",0,c1e20e87c6a6f975b48b959cfafec24fd2eae14f,14,252,175
GHSA-5xg3-j2j6-rcx4,f01846bd443aaf92fdd5ac20f461beac3f6ee3fd,https://github.com/dandavison/delta,"Do not resolve executables as relative path from current directory (#658)

* Refactor: child pager process creation

* Protect calls to Command::new behind grep_cli::resolve_binary

* Move less env-var setting into less-specific branch",0,2826bdd75b31f42aac1c80b2302c25e739a8adf1,3,161,66
RUSTSEC-2018-0004,8f28ec275e412dd3af4f3cda460605512faf332c,https://github.com/ruuda/claxon,"Fix bug in decoding residuals

A partition order could occur, such that the block size was not a
multiple of 2^order. Computation of the number of samples per partition
did not account for this case, rounding down due to the bit shift. This
meant that we would not fill the entire decode buffer.

Claxon does not zero the decode buffer because it is (should be)
overwritten anyway, and in the case of a format error, where the buffer
might be only partially full, the buffer is not exposed again.
Furthermore, the way decoding works in most places, is that we fill the
entire buffer, just by looping to fill it. If the input bitstream does
not contain enough data to fill the buffer, then that's a format error.
In a few places though, we need to slice up the buffer before decoding
into it: for decoding individual channels, and also for decoding
residuals, which are split into partitions.

This particular format error was especially nasty because it did not
cause a format error down the line. Instead, it caused the buffer to be
sliced in a way where the slices together did not cover the entire
buffer, and so parts of uninitialized memory could remain in the buffer.

Thanks a lot to Sergey ""Shnatsel"" Davidoff for reporting this bug,
together with elaborate steps to reproduce that allowed me to pinpoint
the cause quickly.",0,cd82be35f413940ba446d2a19f10d74b86466487,1,19,6
GHSA-28ph-f7gx-fqj8,3c6b57fe1b2cc87e7ebecde43dd836ffb1c4ea5c,https://github.com/rusqlite/rusqlite,Fix vtab::Module lifetime,0,e85963852d0320c50686ecf70dbca124c600de4a,5,87,90
RUSTSEC-2020-0161,01940637dd8f3bfeeee3faf9639fa9ae52f19f4d,https://gitlab.com/KonradBorowski/array-macro,"Always call methods on references in a macro

The macro scope cannot be trusted to not contain trait implementations
which try to break this crate. To avoid this, explicitly reference
variables on which methods are called.",0,eb1d8121dd2083898798937c84a16f9125b81baf,2,16,3
GHSA-w3g5-2848-2v8r,f7d120a3b724d06a7b623d0a4306acf8f78cb4f0,https://github.com/Xudong-Huang/generator-rs,:pencil: fix send issue (#27),0,96885a9eb1d81d7de2eaa24dda824c1904230ece,5,85,41
GHSA-8928-2fgm-6x9x,e965d8298f421e9c89fe98b1300b8361e948c324,https://github.com/actix/actix-web,HRS security fixes (#2363),0,f6e69919ede4872c1d987b4b932c44580190971c,4,562,330
GHSA-hw4v-5x4h-c3xm,0b962f218f0cdd796dadfe26c3f09e68f7861b26,https://github.com/paritytech/frontier,Add transaction cost pre-validation (#465),0,4b6c80808209d5ea7a2d3225b572214667a27cd2,1,42,0
GHSA-gwc9-348x-qwv2,666c2554ea0e1728c35aa41178cf235920db888a,https://github.com/bytecodealliance/wasmtime,"Merge pull request from GHSA-gwc9-348x-qwv2

* Run the GC smoketest with epoch support enabled as well.

* Handle safepoints in cold blocks properly.

Currently, the way that we find safepoint slots for a given instruction
relies on the instruction index order in the safepoint list matching the
order of instruction emission.

Previous to the introduction of cold-block support, this was trivially
satisfied by sorting the safepoint list: we emit instructions 0, 1, 2,
3, 4, ..., and so if we have safepoints at instructions 1 and 4, we will
encounter them in that order.

However, cold blocks are supported by swizzling the emission order at
the last moment (to avoid having to renumber instructions partway
through the compilation pipeline), so we actually emit instructions out
of index order when cold blocks are present.

Reference-type support in Wasm in particular uses cold blocks for
slowpaths, and has live refs and safepoints in these slowpaths, so we
can reliably ""skip"" a safepoint (not emit any metadata for it) in the
presence of reftype usage.

This PR fixes the emission code by building a map from instruction index
to safepoint index first, then doing lookups through this map, rather
than following along in-order as it emits instructions.",0,353f1b48ab73aab92e014b214a7770cbbf99c2ab,4,46,15
GHSA-45w7-7g63-2m5w,2a4d538,https://github.com/thepowersgang/stack_dst-rs,Avoid double-drops when `clone` panics in slice push. Fixes #5,0,807e9d45019c02369e11d40bd181cbf7bb7981fc,2,55,11
GHSA-8r7q-r9mx-35rh,2327d3b774927fdf48903c0bdc1ca7ec93c7c8d0,https://github.com/rusqlite/rusqlite,Fix format string error in rusqlite::trace::log,0,abbab7216a8b47108a0e1b7a26e429d6a990d7a6,1,1,1
GHSA-6hfq-h8hq-87mf,8f93123efef5c1361086688fe4f34c83c89cec02,https://github.com/hyperium/hyper,"fix(http1): fix server misinterpretting multiple Transfer-Encoding headers

When a request arrived with multiple `Transfer-Encoding` headers, hyper
would check each if they ended with `chunked`. It should have only
checked if the *last* header ended with `chunked`.

See https://github.com/hyperium/hyper/security/advisories/GHSA-6hfq-h8hq-87mf",0,4d2125c67c8087de863f74278a017c4caf37e6a9,1,12,0
GHSA-67hm-27mx-9cg7,d44011a69e0674acfa9c59bd7ad7f0523eb61d42,https://github.com/denoland/deno,fix(runtime): require full read and write permissions to create symlinks (#12554),0,b7341438f29de88f3458b32a835bfad560bda52e,1,34,4
GHSA-mc22-5q92-8v85,1a2efcdbe68e5e7fd0a05836ac32d2cde78a0b2e,https://github.com/tremor-rs/tremor-runtime,"Remove patch and merge in_place optimizations.

They are too dangerous and can lead to memory unsafety.

Also added proper state handling to script based tests.

Signed-off-by: Matthias Wahl <mwahl@wayfair.com>",0,bffc2a555bc4922bbb36b7186445477d8c0d0193,7,40,152
GHSA-m5pq-gvj9-9vr8,ae70b41d4f46641dbc45c7a4f87954aea356283e,https://github.com/rust-lang/regex,"security: fix denial-of-service bug in compiler

The regex compiler will happily attempt to compile '(?:){294967295}' by
compiling the empty sub-expression 294,967,295 times. Empty
sub-expressions don't use any memory in the current implementation, so
this doesn't trigger the pre-existing machinery for stopping compilation
early if the regex object gets too big. The end result is that while
compilation will eventually succeed, it takes a very long time to do so.

In this commit, we fix this problem by adding a fake amount of memory
every time we compile an empty sub-expression. It turns out we were
already tracking an additional amount of indirect heap usage via
'extra_inst_bytes' in the compiler, so we just make it look like
compiling an empty sub-expression actually adds an additional 'Inst' to
the compiled regex object.

This has the effect of causing the regex compiler to reject this sort of
regex in a reasonable amount of time by default.

Many thanks to @VTCAKAVSMoACE for reporting this, providing the valuable
test cases and continuing to test this patch as it was developed.

Fixes https://github.com/rust-lang/regex/security/advisories/GHSA-m5pq-gvj9-9vr8",0,b92ffd5471018419ec48dbdef32757424439f065,2,95,2
GHSA-3cgf-9m6x-pwwr,45fd77ee43c38eea4d6f4e2e56c1667a55ec654f,https://github.com/rusqlite/rusqlite,UnlockNotification should hold mutex when calling condvar,0,c9ef5bd63cad5c0c123344c072b490a1a9bcbe1f,1,9,11
GHSA-9qmm-4mfr-r3wj,e61e045f8c244de978401d186dcfd50838817297,https://github.com/solana-labs/rbpf,jit: sign-extend the quotient register on sdiv32 (#310),0,792fb1ebc074919c001c7db757d094229371eff1,2,32,1
GHSA-h6xw-mghq-7523,b4e6dc76f4845ab03104187a42ac6d1bbc1e0021,https://github.com/waycrate/swhkd,[patch] CVE-2022-27819,0,4a4d76df3b3df1bd0bc132694e2985770a95e464,1,34,21
GHSA-862g-9h5m-m3qv,2a36405339c87b16ed6c76e91ad5b76638fbdb0c,https://github.com/coreos/coreos-installer,"install: restrict access permissions on /boot/ignition{,/config.ign}

The Ignition config may contain secrets.  Don't expose it, or anything in
its parent directory, to unprivileged processes.

https://github.com/coreos/fedora-coreos-tracker/issues/889",0,1239f0cb60efb398c0cd545a81877c26f9f83897,1,26,3
